,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,7.901172905904191e-16,-3.6337107489158633e-16,8.161178363526362e-16,7.645675873764769e-16,-0.236382616437392,-0.04759829757204514,0.05625818973734942,0.027864444267638407,0.0821524829943835,0.964954988333808,0.005393475238266027,0.0,0.0,0.0,0.0,0.0,0.0
1,6.372469986295321e-16,-1.546820787980884e-15,5.706734405749851e-16,4.441944554127408e-16,0.43607274232569443,-0.044083577803224305,0.05210401234626253,0.0258068977142875,0.07608623754514326,0.8937014656970819,0.004995214060670317,0.0,0.0,0.0,0.0,0.0,0.0
2,1.5869289623549574e-15,-1.220579974763009e-15,1.410391961532438e-15,7.853037491694779e-18,0.5281261029679817,-0.04159773132053128,0.04916589837549771,0.024351662247724202,0.07179578029534558,0.8433061766623359,0.004713536939122943,0.0,0.0,0.0,0.0,0.0,0.0
3,1.821625815694876e-15,-1.4502937411874641e-15,2.073486828256786e-15,-1.8796699623352078e-15,0.5839711925157991,-0.03976604620858401,0.04700096194239775,0.02327937835688797,0.06863437562991954,0.8061726282794791,0.004505984383686259,0.0,0.0,0.0,0.0,0.0,0.0
4,-2.406139849934277e-16,6.262104596239831e-16,3.512045417732013e-16,9.123004009442099e-16,-0.23620938155744176,-0.04760036126468862,0.056260628892071625,0.02786565237069373,0.08215604483342806,0.964996825345054,0.0053937090801404386,0.0,0.0,0.0,0.0,0.0,0.0
5,6.122549812506896e-16,2.7766168250629827e-16,7.47711344738449e-16,2.4205966941781096e-15,-0.8123098213172815,-0.028570251754969703,0.033768238068642514,0.016725265993681404,0.04931094684411369,0.5792015335670857,0.003237362537141412,0.0,0.0,0.0,0.0,0.0,0.0
6,2.4653365121202197e-15,-3.3150253345265338e-15,1.3936901660683858e-17,-1.2969629032325265e-15,0.46709863955634756,-0.043314184597833504,0.05119463803795038,0.025356488452085248,0.07475830008842443,0.878103642888224,0.004908032303894611,0.0,0.0,0.0,0.0,0.0,0.0
7,2.6779981399605582e-15,-1.9284411233210733e-15,-3.593828656008869e-16,-4.98963576279447e-16,0.06615790609490081,-0.04887925303557061,0.057772198413877346,0.028614326384087518,0.08436335349399411,0.9909236558579095,0.005538623319736425,0.0,0.0,0.0,0.0,0.0,0.0
8,1.0764080334817619e-15,-9.113559769181768e-16,1.6595264961634807e-15,1.6076521562234173e-16,0.6995328776043285,-0.03500582646516657,0.041374682029524365,0.020492705628911066,0.060418454232129104,0.7096692232990339,0.003966592669603692,0.0,0.0,0.0,0.0,0.0,0.0
9,2.2490611680873824e-15,-1.146683605505504e-16,7.885019968379306e-16,5.779235674530224e-16,0.368925660175542,-0.04553100792157608,0.05381478357934049,0.02665423549570869,0.07858443567929459,0.9230450553675469,0.005159225777489713,0.0,0.0,0.0,0.0,0.0,0.0
10,-6.574832279897785e-16,-8.0580535415870925e-16,5.99473745391724e-16,1.5764737203918553e-15,-0.5890184973673467,-0.039587008618336715,0.046789350787461874,0.023174568243719645,0.06832536494385953,0.8025430191417627,0.004485697212527764,0.0,0.0,0.0,0.0,0.0,0.0
11,1.0875604948407008e-15,-2.46537688663729e-15,1.6610948012003006e-15,-1.4092228912648354e-15,0.20386590141573427,-0.04795779874418288,0.05668309747952756,0.028074899281496844,0.08277296556281354,0.9722431155791206,0.005434211163057979,0.0,0.0,0.0,0.0,0.0,0.0
12,2.2830126436702747e-15,-6.959917450815051e-16,9.492803195112741e-16,-1.8597131724067032e-15,0.5670132076618091,-0.040350667591777585,0.04769194759478464,0.023621620638242073,0.06964340537869045,0.8180245925045984,0.00457222920996948,0.0,0.0,0.0,0.0,0.0,0.0
13,-2.0871787373600204e-16,-2.5697270301983577e-15,1.4730693340559092e-15,-8.323410212610693e-16,0.7422340684911769,-0.03282789841139395,0.038800508247405385,0.019217728203900903,0.056659450096957074,0.6655163302982007,0.0037198065106877256,0.0,0.0,0.0,0.0,0.0,0.0
14,3.628518330539527e-16,-2.7455730435517633e-16,5.754654754989329e-16,3.4959192335461798e-15,-0.9404845533229885,-0.016647423012987547,0.01967620545850257,0.009745541635036043,0.028732690153563795,0.3374913536554518,0.001886358722506225,0.0,0.0,0.0,0.0,0.0,0.0
15,5.130133862324468e-16,1.6161660036261473e-16,3.289058816907114e-16,2.420772468220103e-15,-0.9619324062996389,-0.01338741740686726,0.015823084164483983,0.00783710689771395,0.02310606969065883,0.2714016228859972,0.001516959806786897,0.0,0.0,0.0,0.0,0.0,0.0
16,-8.571299431372154e-16,1.7024054891476135e-16,1.5826167428931561e-15,2.5185609329438785e-15,-0.8402429592028801,-0.026561014415543323,0.0313934460858454,0.015549041533547978,0.04584309516078307,0.5384684886405944,0.003009691120498977,0.0,0.0,0.0,0.0,0.0,0.0
17,2.5923297406050454e-15,-9.897173314341917e-16,4.298393874519911e-17,-3.46945541398998e-16,-0.237652386205221,-0.047583122269522445,0.05624025348558564,0.027855560517736324,0.08212629111681322,0.9646473411149562,0.005391755688984247,0.0,0.0,0.0,0.0,0.0,0.0
18,2.1153278249041025e-15,-4.0720138310625567e-16,1.50931261613319e-15,2.6494019124242355e-15,-0.7700400146300812,-0.03125321861298198,0.036939335907354834,0.01829589738808827,0.05394162483934563,0.6335930220285128,0.003541375832824194,0.0,0.0,0.0,0.0,0.0,0.0
19,1.970745746163409e-15,3.2310801132824233e-16,-8.548122513983688e-16,1.3269465345628184e-15,-0.5428983389239678,-0.04113884807733291,0.048623527284929205,0.02408302813248099,0.0710037688210615,0.8340032877529489,0.004661539797721962,0.0,0.0,0.0,0.0,0.0,0.0
20,1.9759793906730545e-15,-8.623099052393621e-16,-8.320862666201407e-16,1.0807202915309067e-15,-0.3404903089934297,-0.046059529946238374,0.05443946332337662,0.026963636740116172,0.07949664050295364,0.933759723541785,0.005219113853289503,0.0,0.0,0.0,0.0,0.0,0.0
21,3.426496756809862e-16,1.5108781421473458e-15,-1.5141504653324706e-15,1.7827245540084037e-15,-0.4311971680096762,-0.0441985152594414,0.05223986118014239,0.0258741830691521,0.07628461433378769,0.8960315799528584,0.005008237894623731,0.0,0.0,0.0,0.0,0.0,0.0
22,2.4341988580668125e-15,-2.5400177526239405e-15,-1.63262740139111e-15,-2.5611874784163962e-15,0.5587735733123459,-0.04062555870086359,0.048016851571628064,0.02378254420861259,0.07011785485097076,0.8235974293599521,0.004603377769174461,0.0,0.0,0.0,0.0,0.0,0.0
23,5.155788238886455e-16,-9.871701898903389e-16,-3.3710994956268177e-16,-8.414828514652361e-18,-0.04558860384706329,-0.0489356431106298,0.057838847930854184,0.028647337608941136,0.08446068018252591,0.9920668455726042,0.005545013011994041,0.0,0.0,0.0,0.0,0.0,0.0
24,4.449845158977252e-16,-3.2720774939844305e-15,1.0708317834981524e-15,-3.0152198719693563e-15,0.22796846667579002,-0.047696685271812,0.05637447780149779,0.02792204125569802,0.08232229566089601,0.9669495912193188,0.005404623780323798,0.0,0.0,0.0,0.0,0.0,0.0
25,-1.0669523730495779e-16,-1.3819265873528058e-15,1.3679616103557228e-15,-1.1193260699780934e-15,0.4084698484419333,-0.044713564423323394,0.05284861685132732,0.026175697187390542,0.07717356561640189,0.906473114320184,0.005066599328826095,0.0,0.0,0.0,0.0,0.0,0.0
26,1.069782851893965e-15,-2.8143651063323495e-16,-9.507515140543838e-16,-1.3981550719976845e-15,-0.007337178807638265,-0.04898525590160256,0.057897487124905334,0.02867638135460991,0.08454630958892421,0.9930726401614057,0.0055506347542261195,0.0,0.0,0.0,0.0,0.0,0.0
27,9.156783965897989e-16,-5.279742090692737e-16,3.6888532530785737e-16,3.9342545960565765e-16,-0.2701707238969244,-0.04716488294425672,0.05574592094605051,0.027610719694347936,0.08140442918458131,0.9561684218296536,0.005344364005677413,0.0,0.0,0.0,0.0,0.0,0.0
28,2.3501698108011132e-15,-2.0499726311655905e-15,1.378512852268057e-15,5.47510716332356e-16,-0.18337979795086712,-0.04815586704065618,0.05691720173056802,0.02819085013036738,0.08311482237677198,0.9762585321058074,0.005456654748372962,0.0,0.0,0.0,0.0,0.0,0.0
29,7.296013776147218e-16,-3.0489371188093347e-15,3.372601032007587e-15,-2.078524573900974e-15,0.5003450338855535,-0.04241385507682436,0.05013050525163646,0.024829427967985554,0.07320437254402076,0.8598513627278527,0.004806013844718242,0.0,0.0,0.0,0.0,0.0,0.0
30,1.582102160005352e-15,-2.348073093954518e-15,1.44697136157103e-15,-1.7424113353072398e-15,0.4623899673946462,-0.04343525277425696,0.05133773299696677,0.025427362782190006,0.07496725821953489,0.8805580445522938,0.004921750824200715,0.0,0.0,0.0,0.0,0.0,0.0
31,6.758525245194831e-16,6.31063109317099e-16,1.8158101546125184e-15,1.5512538438166392e-15,-0.31293760672818416,-0.046526159414967704,0.05499098996462187,0.027236805561025583,0.08030202160795305,0.9432196508190952,0.005271988737758138,0.0,0.0,0.0,0.0,0.0,0.0
32,1.423952299843534e-15,-2.0455320224411051e-16,-2.4697289299320493e-16,1.9876840783436154e-15,-0.8376379506063002,-0.0267577325972809,0.031625954586306695,0.015664202013881166,0.04618262173850089,0.5424565344415202,0.0030319817211347647,0.0,0.0,0.0,0.0,0.0,0.0
33,5.971383195225134e-16,1.7123201913567262e-16,3.879719931279374e-16,2.8394151391505076e-15,-0.9401799944683579,-0.01668865385673519,0.019724937718876484,0.009769678518209658,0.02880385270270282,0.33832722196120957,0.0018910306865503792,0.0,0.0,0.0,0.0,0.0,0.0
34,1.892430554167805e-15,-2.9686791946733505e-15,2.898617224163061e-15,-3.4214405962776946e-16,0.33170474956495205,-0.04621311392514102,0.054620989912907585,0.027053546094837476,0.07976171942087387,0.9368733144500844,0.005236516815778085,0.0,0.0,0.0,0.0,0.0,0.0
35,1.523281799029878e-15,-1.2695667670341479e-15,1.1775184540229776e-15,-7.140779893029786e-16,0.2656656163582739,-0.047226253527973036,0.055818457110560514,0.02764664655091384,0.08151035200308854,0.9574125808419398,0.005351318051104215,0.0,0.0,0.0,0.0,0.0,0.0
36,1.6696128150606106e-15,-7.325368379052845e-16,7.724025454962968e-16,2.816836219003291e-15,-0.51126366626978,-0.042100233575068306,0.049759824390106254,0.02464583129956409,0.07266307618671412,0.8534933489331415,0.004770476653468519,0.0,0.0,0.0,0.0,0.0,0.0
37,3.0306917704135036e-15,2.4946698940097777e-16,-1.480735652731809e-16,-4.7544165989341856e-17,-0.10257635195110444,-0.048728176874735483,0.05759363590734666,0.028525885127183955,0.08410260295527722,0.9878609056661208,0.005521504524019627,0.0,0.0,0.0,0.0,0.0,0.0
38,4.2676447131788374e-16,-8.714329417588552e-16,2.0560248420303656e-15,-1.3532944550249431e-15,0.7005899072157461,-0.034955062902031396,0.04131468269525813,0.02046298821152504,0.0603308386456528,0.7086400992342975,0.003960840530666294,0.0,0.0,0.0,0.0,0.0,0.0
39,1.0416604217768e-15,-1.8847696525659544e-16,3.739626469706161e-16,3.664222467473083e-16,-0.0837288280623849,-0.048814561893130694,0.05769573755810285,0.028576455644479762,0.08425169954311147,0.9896121795282219,0.005531293013975263,0.0,0.0,0.0,0.0,0.0,0.0
40,1.3234248949203925e-15,-1.2965054335951463e-15,5.840592491500255e-16,-1.3417855348137167e-15,-0.13525835383594487,-0.048536405714804366,0.05736697447507284,0.028413620675080378,0.0837716147107696,0.9839731502876407,0.0054997744820813885,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42,1.8976569863188507e-15,-1.7204381863969582e-15,1.5532302240612014e-15,-6.036503433461026e-16,0.6978432236159354,-0.035086660408040156,0.04147022265865103,0.02054002649984696,0.06055796991769171,0.7113079608249965,0.003975752154113165,0.0,0.0,0.0,0.0,0.0,0.0
