,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-1.1536541023816413e-15,-1.4911506915885452e-15,1.538781178259793e-15,-6.858576382977424e-16,0.9862371656556905,-0.0015426132417682007,-0.05281512190703729,0.07423978901900433,0.1349508050491163,0.028656068550480633,0.0,0.0,0.0,0.0,0.0,0.0
1,1.5719303254837546e-15,8.499002400552409e-16,1.7991258226269136e-15,-2.4248152696226274e-15,0.9862371656556913,-0.0015426132417664274,-0.05281512190703531,0.07423978901900186,0.13495080504911422,0.028656068550479284,0.0,0.0,0.0,0.0,0.0,0.0
2,-3.9834365621833445e-16,-1.1891160997569474e-15,1.703876065320557e-15,5.587884091809891e-16,0.986237165655692,-0.0015426132417629332,-0.052815121907032136,0.07423978901899923,0.13495080504911308,0.02865606855047953,0.0,0.0,0.0,0.0,0.0,0.0
3,1.0044072656339667e-15,-3.2735942578946715e-15,1.2422498599350164e-15,-2.90645650309495e-16,0.9862371656556915,-0.0015426132417646178,-0.05281512190703349,0.07423978901900084,0.1349508050491144,0.028656068550479346,0.0,0.0,0.0,0.0,0.0,0.0
4,-2.4070186546241536e-15,1.1208914766006046e-15,4.698172882665286e-16,-2.252898071387817e-15,0.9862371656556923,-0.0015426132417613037,-0.05281512190703036,0.07423978901899692,0.13495080504911133,0.02865606855048133,0.0,0.0,0.0,0.0,0.0,0.0
5,-3.8131205691312675e-15,2.4134235698418143e-15,1.6987502505623645e-15,1.256818816402586e-15,0.9862371656556921,-0.001542613241762892,-0.052815121907031866,0.07423978901899853,0.13495080504911167,0.02865606855047937,0.0,0.0,0.0,0.0,0.0,0.0
6,1.317266962194749e-15,-2.9680584984094247e-15,-2.6583860073680324e-15,7.777741254797302e-16,0.9862371656556921,-0.0015426132417629397,-0.052815121907031706,0.0742397890189987,0.13495080504911247,0.028656068550479207,0.0,0.0,0.0,0.0,0.0,0.0
7,-2.140927823962486e-15,-1.0790658471535244e-15,2.6104020703770428e-15,-1.8535289818583636e-15,0.9862371656556912,-0.0015426132417655466,-0.052815121907034676,0.07423978901900195,0.1349508050491154,0.028656068550479932,0.0,0.0,0.0,0.0,0.0,0.0
8,-1.5486574295437557e-15,-3.3271845980891076e-15,2.2454052619917783e-15,2.6589296863477936e-17,0.9862371656556916,-0.0015426132417639758,-0.052815121907032865,0.07423978901900011,0.13495080504911405,0.02865606855047994,0.0,0.0,0.0,0.0,0.0,0.0
9,-6.16412858588937e-16,-1.3920833506685363e-15,2.799922839317018e-15,-2.538749272076739e-16,0.986237165655692,-0.0015426132417635974,-0.052815121907032365,0.07423978901899879,0.13495080504911183,0.028656068550479304,0.0,0.0,0.0,0.0,0.0,0.0
